coin,timeframe,futures,swing_length,stop_loss_multiplier,take_profit_multiplier,min_strength_ratio,trailing_stop_activation,trailing_stop_percent,violation_type,risk_per_trade_percent,mean_test_sharpe,mean_test_roi,mean_test_profit_factor,mean_test_win_rate,mean_test_trades
ETHUSDT,15m,True,100,1.5,4,0.3,3.0,1.5,Close,2,-1.4757722574358532,-11.517768830006997,0.6287090442333428,0.19215686274509802,16
ETHUSDT,15m,True,75,1.5,4,0.7,3.0,2.0,Close,1,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,120,1.0,6,0.7,3.0,1.5,Close,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,75,0.7,6,0.6,3.0,1.5,Wick,1,0.9702055270392245,3.2001781238089375,3.982633368155795,0.5833333333333333,2
ETHUSDT,15m,True,10,1.0,4,0.4,3.0,1.5,Wick,1,-0.2942633758160819,-5.428552028377725,0.9366632719536938,0.24648903424393998,102
ETHUSDT,15m,True,120,1.0,4,0.6,2.0,2.0,Close,2,0.0,-1.0358078028747433,0.0,0.0,0
ETHUSDT,15m,True,15,1.0,2,0.7,3.0,2.0,Close,2,0.20688265270703873,1.3498845944784632,1.2130809942766256,0.4,5
ETHUSDT,15m,True,75,1.0,5,0.5,1.5,1.5,Wick,2,0.9605629477641551,10.552114435057632,1.9168207605590748,0.49754901960784315,14
ETHUSDT,15m,True,120,1.5,3,0.6,1.5,3.0,Close,2,0.0,1.2234237195726316,inf,0.5,0
ETHUSDT,15m,True,75,1.0,2,0.5,1.5,2.0,Close,1,0.9584590252088002,4.803717308604063,1.82045129224637,0.5269607843137255,14
ETHUSDT,15m,True,30,0.5,4,0.4,2.0,1.5,Close,2,-0.47879343588090145,-8.350781944530134,0.9150697221085247,0.28431372549019607,51
ETHUSDT,15m,True,15,1.5,3,0.5,1.5,2.0,Wick,3,-0.06527140886992944,0.056983087589673076,1.0156770035986245,0.33381712626995647,52
ETHUSDT,15m,True,5,0.5,6,0.6,2.0,1.5,Close,2,-1.5943393358556532,-40.46928736230759,0.660799395487939,0.23564493758668514,104
ETHUSDT,15m,True,120,1.2,4,0.3,3.0,2.0,Wick,1,-2.350415170414822,-3.9020133359506675,0.6362254005243938,0.2121212121212121,11
